playerShort,player,club,leagueCountry,birthday,height,weight,position,skin_colour,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,english,german,french,spanish,birthYear
benedikt-hoewedes,Benedikt Höwedes,FC Schalke 04,Germany,29.02.1988,187.0,80.0,Center Back,0.0,295,159,54,82,21,27,2,3,0,1,0,0,1988
benedikt-roecker,Benedikt Röcker,VfB Stuttgart,Germany,19.11.1989,197.0,90.0,Center Back,0.0,135,42,43,50,9,12,0,1,0,1,0,0,1989
benjamin-koehler,Benjamin Köhler,Eintracht Frankfurt,Germany,04.08.1980,172.0,66.0,Left Midfielder,0.25,357,149,85,123,52,32,0,1,0,1,0,0,1980
benjamin-stambouli,Benjamin Stambouli,Montpellier HSC,France,13.08.1990,180.0,75.0,Defensive Midfielder,0.0,119,44,34,41,3,12,0,2,0,0,1,0,1990
benjamin-uphoff,Benjamin Uphoff,1. FC Nürnberg,Germany,08.08.1993,190.0,78.0,Goalkeeper,0.0,64,24,17,23,0,0,0,0,0,1,0,0,1993
benoit-assou-ekotto,Benoît Assou-Ekotto,Tottenham Hotspur,England,24.03.1984,180.0,69.0,Left Fullback,0.5,331,154,85,92,4,50,2,2,1,0,0,0,1984
benoit-cheyrou,Benoît Cheyrou,Olympique Marseille,France,03.05.1981,182.0,78.0,Defensive Midfielder,0.125,488,209,131,148,34,80,2,0,0,0,1,0,1981
benoit-pedretti,Benoît Pedretti,Lille OSC,France,12.11.1980,177.0,69.0,Defensive Midfielder,0.25,438,194,119,125,30,83,1,1,0,0,1,0,1980
benoit-tremoulinas,Benoît Trémoulinas,Girondins Bordeaux,France,28.12.1985,173.0,64.0,Left Fullback,0.25,225,114,62,49,6,21,0,2,0,0,1,0,1985
bernard-mendy,Bernard Mendy,Stade Brest,France,20.08.1981,180.0,77.0,Right Fullback,0.25,381,119,108,154,10,84,3,3,0,0,1,0,1981
bernd-leno,Bernd Leno,Bayer Leverkusen,Germany,04.03.1992,190.0,79.0,Goalkeeper,0.0,208,98,48,62,0,9,0,0,0,1,0,0,1992
bernd-nehrig,Bernd Nehrig,SpVgg Greuther Fürth,Germany,28.09.1986,180.0,79.0,Right Midfielder,0.0,256,112,58,86,53,59,2,1,0,1,0,0,1986
blaise-matuidi,Blaise Matuidi,Paris Saint-Germain,France,09.04.1987,175.0,70.0,Defensive Midfielder,0.75,364,167,89,108,21,59,2,0,0,0,1,0,1987
bnel-nicoli,Bănel Nicoliţă,AS Saint-Étienne,France,07.01.1985,175.0,71.0,Right Midfielder,0.25,249,116,66,67,28,53,1,0,0,0,1,0,1985
bo-svensson,Bo Svensson,1. FSV Mainz 05,Germany,04.08.1979,190.0,87.0,Center Back,0.25,179,71,46,62,3,29,0,0,0,1,0,0,1979
boaz-myhill,Boaz Myhill,West Bromwich Albion,England,09.11.1982,191.0,92.0,Goalkeeper,0.25,311,101,78,132,0,14,0,1,1,0,0,0,1982
bobby-zamora,Bobby Zamora,Queens Park Rangers,England,16.01.1981,186.0,75.0,Center Forward,0.5,396,157,86,153,98,35,1,1,1,0,0,0,1981
bocoundji-ca, Bocoundji Cá,Stade Reims,France,28.12.1986,172.0,69.0,Defensive Midfielder,0.75,196,77,53,66,4,28,1,1,0,0,1,0,1986
bodipo, Bodipo,Deportivo La Coruña,Spain,25.10.1977,181.0,76.0,Center Forward,0.375,220,67,53,100,41,28,1,3,0,0,0,1,1977
boris-vukcevic,Boris Vukčević,1899 Hoffenheim,Germany,16.03.1990,182.0,76.0,Attacking Midfielder,0.25,112,47,29,36,10,6,0,0,0,1,0,0,1990
borja-oubina, Borja Oubiña,Celta Vigo,Spain,17.05.1982,180.0,75.0,Defensive Midfielder,0.25,200,79,38,83,4,34,1,0,0,0,0,1,1982
borja_2, Borja,Getafe CF,Spain,14.01.1981,185.0,73.0,Defensive Midfielder,0.25,224,94,51,79,4,55,4,1,0,0,0,1,1981
bosingwa, Bosingwa,Queens Park Rangers,England,24.08.1982,183.0,75.0,Right Fullback,0.5,314,158,78,78,6,41,0,2,1,0,0,0,1982
brad-friedel,Brad Friedel,Tottenham Hotspur,England,18.05.1971,193.0,91.0,Goalkeeper,0.25,582,247,151,184,1,7,0,1,1,0,0,0,1971
brad-guzan,Brad Guzan,Aston Villa,England,09.09.1984,193.0,95.0,Goalkeeper,0.0,188,76,42,70,0,9,0,0,1,0,0,0,1984
brad-jones,Brad Jones,Liverpool FC,England,19.03.1982,193.0,79.0,Goalkeeper,0.0,124,43,36,45,0,4,0,2,1,0,0,0,1982
bradden-inman,Bradden Inman,Crewe Alexandra,England,10.12.1991,176.0,71.0,Attacking Midfielder,0.25,59,18,15,26,9,6,0,0,1,0,0,0,1991
brandao, Brandão,AS Saint-Étienne,France,16.06.1980,189.0,78.0,Center Forward,0.5,278,144,63,71,84,61,0,2,0,0,1,0,1980
branislav-ivanovic,Branislav Ivanović,Chelsea FC,England,22.02.1984,182.0,78.0,Center Back,0.0,394,214,76,104,40,66,0,3,1,0,0,0,1984
brayan-angulo,Brayan Angulo,Granada CF,Spain,02.11.1989,174.0,71.0,Left Fullback,0.75,86,31,21,34,1,11,0,0,0,0,0,1,1989
brede-hangeland,Brede Hangeland,Fulham FC,England,20.06.1981,195.0,85.0,Center Back,0.125,412,161,103,148,19,38,0,1,1,0,0,0,1981
brett-holman,Brett Holman,Aston Villa,England,27.03.1984,176.0,75.0,Attacking Midfielder,0.0,317,140,73,104,58,20,2,0,1,0,0,0,1984
brou-angoua,Brou Angoua,Valenciennes FC,France,28.11.1986,178.0,69.0,Center Back,1.0,128,34,44,50,3,25,0,1,0,0,1,0,1986
bruno-gama, Bruno Gama,Deportivo La Coruña,Spain,15.11.1987,175.0,68.0,Right Winger,0.25,221,84,55,82,32,28,0,0,0,0,0,1,1987
bruno-soares_2, Bruno Soares,Fortuna Düsseldorf,Germany,21.08.1988,194.0,85.0,Center Back,0.5,95,41,21,33,4,23,2,2,0,1,0,0,1988
bryan-oviedo,Bryan Oviedo,Everton FC,England,18.02.1990,172.0,70.0,Left Fullback,0.25,115,51,32,32,4,18,0,0,1,0,0,0,1990
bryan-rabello,Bryan Rabello,Sevilla FC,Spain,15.05.1994,168.0,65.0,Attacking Midfielder,0.375,65,37,15,13,4,6,0,1,0,0,0,1,1994
bryan-ruiz,Bryan Ruiz,Fulham FC,England,18.08.1985,186.0,70.0,Right Winger,0.125,320,147,78,95,88,15,0,0,1,0,0,0,1985
bueno, Bueno,Real Valladolid,Spain,20.03.1988,178.0,64.0,Center Forward,0.25,165,56,38,71,32,13,0,0,0,0,0,1,1988
busquets_2, Busquets,FC Barcelona,Spain,16.07.1988,189.0,73.0,Defensive Midfielder,0.25,339,251,54,34,12,74,1,1,0,0,0,1,1988
cacau, Cacau,VfB Stuttgart,Germany,27.03.1981,178.0,74.0,Left Winger,0.75,414,183,85,146,123,79,1,2,0,1,0,0,1981
cala, Cala,Sevilla FC,Spain,26.11.1989,187.0,84.0,Center Back,0.25,111,38,26,47,12,41,2,3,0,0,0,1,1989
calatayud, Calatayud,RCD Mallorca,Spain,21.12.1979,191.0,88.0,Goalkeeper,0.0,214,80,54,80,0,12,0,1,0,0,0,1,1979
camacho_9, Camacho,Málaga CF,Spain,04.05.1990,182.0,75.0,Defensive Midfielder,0.0,162,69,38,55,11,42,1,1,0,0,0,1,1990
camel-meriem,Camel Meriem,OGC Nice,France,18.10.1979,174.0,70.0,Attacking Midfielder,0.25,381,126,114,141,27,22,0,0,0,0,1,0,1979
cameron-jerome,Cameron Jerome,Stoke City,England,14.08.1986,185.0,85.0,Center Forward,0.75,380,134,103,143,81,38,1,1,1,0,0,0,1986
camunas, Camuñas,Deportivo La Coruña,Spain,17.07.1980,175.0,71.0,Left Winger,0.25,220,57,59,104,24,28,0,1,0,0,0,1,1980
canales_2, Canales,Valencia CF,Spain,16.02.1991,176.0,65.0,Attacking Midfielder,0.0,144,66,32,46,22,15,0,0,0,0,0,1,1991
capdevila, Capdevila,Espanyol Barcelona,Spain,03.02.1978,182.0,79.0,Left Fullback,0.25,574,296,121,157,47,91,3,2,0,0,0,1,1978
carl-jenkinson,Carl Jenkinson,Arsenal FC,England,08.02.1992,185.0,77.0,Right Fullback,0.125,71,41,9,21,1,3,2,0,1,0,0,0,1992
carl-medjani,Carl Medjani,AC Ajaccio,France,15.05.1985,184.0,84.0,Center Back,0.5,229,78,64,87,9,25,0,5,0,0,1,0,1985
carlinhos_13, Carlinhos,Bayer Leverkusen,Germany,22.06.1994,179.0,81.0,Right Fullback,0.5,16,3,3,10,2,4,0,0,0,1,0,0,1994
carlo-nash,Carlo Nash,Stoke City,England,13.09.1973,196.0,89.0,Goalkeeper,0.375,131,57,40,34,0,2,0,0,1,0,0,0,1973
carlos-kameni,Carlos Kameni,Málaga CF,Spain,18.02.1984,184.0,78.0,Goalkeeper,1.0,292,105,75,112,0,20,0,3,0,0,0,1,1984
carlos-martinez_2, Carlos Martínez,Real Sociedad,Spain,09.04.1986,189.0,79.0,Right Fullback,0.125,149,59,44,46,1,17,1,1,0,0,0,1,1986
carlos-tevez,Carlos Tévez,Manchester City,England,05.02.1984,171.0,75.0,Left Winger,0.5,466,283,84,99,178,61,1,4,1,0,0,0,1984
carlos-vela,Carlos Vela,Real Sociedad,Spain,01.03.1989,177.0,75.0,Right Winger,0.375,264,119,60,85,69,33,0,1,0,0,0,1,1989
carlos-zambrano,Carlos Zambrano,Eintracht Frankfurt,Germany,10.07.1989,185.0,78.0,Center Back,0.25,156,68,35,53,5,53,2,2,0,1,0,0,1989
carlton-cole,Carlton Cole,West Ham United,England,12.11.1983,190.0,88.0,Center Forward,1.0,365,130,90,145,81,41,1,2,1,0,0,0,1983
casado_3, Casado,Rayo Vallecano,Spain,09.08.1986,173.0,76.0,Left Fullback,0.25,148,53,28,67,1,58,2,1,0,0,0,1,1986
castillo_8, Castillo,Athletic Bilbao,Spain,29.03.1986,182.0,71.0,Left Fullback,0.0,114,50,29,35,1,22,2,1,0,0,0,1,1986
casto, Casto,Real Betis,Spain,18.06.1982,182.0,78.0,Goalkeeper,0.25,119,49,30,40,1,11,0,3,0,0,0,1,1982
cata-diaz,Cata Díaz,Atlético Madrid,Spain,13.03.1979,183.0,72.0,Center Back,0.5,452,189,117,146,18,122,2,4,0,0,0,1,1979
cedric-carrasso,Cédric Carrasso,Girondins Bordeaux,France,30.12.1981,192.0,87.0,Goalkeeper,0.25,314,136,98,80,0,9,1,2,0,0,1,0,1981
cedric-kante,Cédric Kanté,FC Sochaux,France,06.07.1979,181.0,77.0,Center Back,0.5,354,133,99,122,9,40,0,2,0,0,1,0,1979
cedric-makiadi,Cédric Makiadi,SC Freiburg,Germany,23.02.1984,177.0,77.0,Attacking Midfielder,0.75,307,101,81,125,43,33,0,0,0,1,0,0,1984
cesc-fabregas, Cesc Fàbregas,FC Barcelona,Spain,04.05.1987,179.0,75.0,Center Midfielder,0.25,538,352,107,79,111,92,0,1,0,0,0,1,1987
chahir-belghazouani,Chahir Belghazouani,AC Ajaccio,France,06.10.1986,180.0,68.0,Attacking Midfielder,0.5,104,32,33,39,12,28,0,0,0,0,1,0,1986
charles-kabore,Charles Kaboré,Olympique Marseille,France,09.02.1988,181.0,75.0,Defensive Midfielder,1.0,242,121,62,59,6,32,6,0,0,0,1,0,1988
charles-nzogbia,Charles N'Zogbia,Aston Villa,England,28.05.1986,170.0,70.0,Left Midfielder,1.0,315,101,85,129,33,33,0,1,1,0,0,0,1986
charlison-benschop,Charlison Benschop,Stade Brest,France,21.08.1989,191.0,90.0,Attacking Midfielder,0.75,152,55,26,71,31,12,1,0,0,0,1,0,1989
cheick-diabate,Cheick Diabaté,Girondins Bordeaux,France,25.04.1988,194.0,84.0,Center Forward,0.75,155,61,48,46,61,19,0,1,0,0,1,0,1988
cheik-tiote,Cheik Tioté,Newcastle United,England,21.06.1986,180.0,76.0,Defensive Midfielder,1.0,261,121,57,83,5,82,2,4,1,0,0,0,1986
cheikh-ndiaye,Cheikh N'Diaye,Stade Rennes,France,15.02.1985,191.0,80.0,Goalkeeper,0.75,5,2,0,3,0,0,0,0,0,0,1,0,1985
chinedu-ede,Chinedu Ede,1. FSV Mainz 05,Germany,05.02.1987,178.0,83.0,Left Winger,0.5,212,82,54,76,27,9,0,0,0,1,0,0,1987
chinedu-obasi,Chinedu Obasi,FC Schalke 04,Germany,01.06.1986,188.0,79.0,Right Winger,1.0,161,70,44,47,33,22,0,1,0,1,0,0,1986
chris, Chris,1899 Hoffenheim,Germany,25.08.1978,185.0,79.0,Center Back,0.25,180,68,40,72,17,48,1,2,0,1,0,0,1978
chris-baird,Chris Baird,Fulham FC,England,25.02.1982,186.0,77.0,Defensive Midfielder,0.0,340,119,95,126,7,55,2,1,1,0,0,0,1982
chris-gunter,Chris Gunter,Reading FC,England,21.07.1989,180.0,71.0,Right Fullback,0.125,330,120,78,132,3,29,1,1,1,0,0,0,1989
chris-loewe,Chris Löwe,Borussia Dortmund,Germany,16.04.1989,175.0,65.0,Left Fullback,0.0,154,84,34,36,10,19,0,0,0,1,0,0,1989
chris-smalling,Chris Smalling,Manchester United,England,22.11.1989,193.0,90.0,Center Back,0.5,161,95,25,41,6,8,0,0,1,0,0,0,1989
christian-benteke,Christian Benteke,Aston Villa,England,03.12.1990,190.0,83.0,Center Forward,0.75,216,92,46,78,84,21,1,3,1,0,0,0,1990
christian-fuchs,Christian Fuchs,FC Schalke 04,Germany,07.04.1986,186.0,84.0,Left Fullback,0.0,411,162,96,153,25,66,2,1,0,1,0,0,1986
christian-gentner,Christian Gentner,VfB Stuttgart,Germany,14.08.1985,189.0,80.0,Defensive Midfielder,0.0,377,170,84,123,53,28,0,0,0,1,0,0,1985
christian-guenter,Christian Günter,SC Freiburg,Germany,28.02.1993,184.0,81.0,Left Fullback,0.0,107,49,28,30,3,12,0,0,0,1,0,0,1993
christian-lell,Christian Lell,Levante UD,Spain,29.08.1984,180.0,80.0,Right Fullback,0.25,318,159,72,87,8,51,3,2,0,0,0,1,1984
christian-noergaard,Christian Nørgaard,Hamburger SV,Germany,10.03.1994,186.0,75.0,Attacking Midfielder,0.125,60,29,16,15,5,8,0,0,0,1,0,0,1994
christian-pander,Christian Pander,Hannover 96,Germany,28.08.1983,186.0,80.0,Left Fullback,0.25,229,120,42,67,18,14,1,1,0,1,0,0,1983
christian-schulz,Christian Schulz,Hannover 96,Germany,01.04.1983,185.0,80.0,Center Back,0.125,425,200,79,146,26,74,3,0,0,1,0,0,1983
christian-stuani,Christian Stuani,Espanyol Barcelona,Spain,12.10.1986,186.0,77.0,Center Forward,0.25,207,61,64,82,63,49,1,1,0,0,0,1,1986
christian-traesch,Christian Träsch,VfL Wolfsburg,Germany,01.09.1987,180.0,75.0,Defensive Midfielder,0.25,276,115,65,96,10,29,1,1,0,1,0,0,1987
christian-vander,Christian Vander,Werder Bremen,Germany,24.10.1980,195.0,90.0,Goalkeeper,0.25,109,36,25,48,0,4,0,0,0,1,0,0,1980
christian-wetklo,Christian Wetklo,1. FSV Mainz 05,Germany,11.01.1980,190.0,90.0,Goalkeeper,0.125,183,69,45,69,0,20,0,3,0,1,0,0,1980
christofer-heimeroth,Christofer Heimeroth,Bor. Mönchengladbach,Germany,01.08.1981,194.0,91.0,Goalkeeper,0.125,108,40,21,47,0,2,0,0,0,1,0,0,1981
christoph-metzelder,Christoph Metzelder,FC Schalke 04,Germany,05.11.1980,194.0,92.0,Center Back,0.125,310,168,54,88,4,30,0,0,0,1,0,0,1980
christophe-jallet,Christophe Jallet,Paris Saint-Germain,France,31.10.1983,178.0,65.0,Right Fullback,0.25,274,117,87,70,12,24,1,1,0,0,1,0,1983
christopher-noethe,Christopher Nöthe,SpVgg Greuther Fürth,Germany,03.01.1988,184.0,75.0,Center Forward,0.0,177,71,48,58,53,17,0,0,0,1,0,0,1988
chu-young-park,Chu-Young Park,Celta Vigo,Spain,10.07.1985,183.0,70.0,Center Forward,0.375,180,65,52,63,51,20,0,0,0,0,0,1,1985
cicinho_2, Cicinho,Sevilla FC,Spain,04.08.1986,173.0,63.0,Right Fullback,0.0,90,30,28,32,2,16,0,1,0,0,0,1,1986
cimo-roecker,Cimo Röcker,Werder Bremen,Germany,21.01.1994,186.0,77.0,Right Midfielder,0.0,55,26,11,18,6,5,0,0,0,1,0,0,1994
ciprian-marica,Ciprian Marica,FC Schalke 04,Germany,02.10.1985,185.0,80.0,Right Winger,0.125,316,150,69,97,78,36,1,2,0,1,0,0,1985
cisma, Cisma,Atlético Madrid,Spain,09.02.1982,184.0,76.0,Left Fullback,0.125,168,49,48,71,5,46,4,1,0,0,0,1,1982
claudio-bravo,Claudio Bravo,Real Sociedad,Spain,13.04.1983,185.0,84.0,Goalkeeper,0.25,319,132,76,111,1,19,0,1,0,0,0,1,1983
claudio-pizarro,Claudio Pizarro,Bayern München,Germany,03.10.1978,184.0,84.0,Center Forward,0.25,619,333,136,150,264,54,3,2,0,1,0,0,1978
clemens-fritz,Clemens Fritz,Werder Bremen,Germany,07.12.1980,183.0,81.0,Right Fullback,0.25,419,178,103,138,17,76,2,0,0,1,0,0,1980
clement-chantome,Clément Chantôme,Paris Saint-Germain,France,11.09.1987,179.0,71.0,Defensive Midfielder,0.25,231,102,67,62,9,36,2,0,0,0,1,0,1987
clement-grenier,Clément Grenier,Olympique Lyon,France,07.01.1991,186.0,72.0,Right Midfielder,0.0,119,62,27,30,14,21,0,1,0,0,1,0,1991
clint-dempsey,Clint Dempsey,Tottenham Hotspur,England,09.03.1983,185.0,77.0,Attacking Midfielder,0.125,397,169,94,134,117,32,0,0,1,0,0,0,1983
coke, Coke,Sevilla FC,Spain,26.04.1987,176.0,70.0,Right Fullback,0.125,203,87,60,56,23,48,3,2,0,0,0,1,1987
constant-djakpa,Constant Djakpa,Eintracht Frankfurt,Germany,17.10.1986,177.0,71.0,Left Fullback,1.0,138,56,28,54,5,21,0,3,0,1,0,0,1986
costel-pantilimon,Costel Pantilimon,Manchester City,England,01.02.1987,203.0,96.0,Goalkeeper,0.125,145,71,43,31,0,13,0,1,1,0,0,0,1987
craig-gardner,Craig Gardner,Sunderland AFC,England,25.11.1986,178.0,76.0,Right Midfielder,0.125,239,87,65,87,31,45,2,2,1,0,0,0,1986
cristian-alvarez_3,Cristian Álvarez,Espanyol Barcelona,Spain,13.11.1985,186.0,88.0,Goalkeeper,0.25,136,40,37,59,0,18,0,0,0,0,0,1,1985
cristian-bustos, Cristian Bustos,Celta Vigo,Spain,29.05.1983,177.0,73.0,Defensive Midfielder,0.375,166,75,42,49,1,47,2,1,0,0,0,1,1983
cristian-molinaro,Cristian Molinaro,VfB Stuttgart,Germany,30.07.1983,178.0,72.0,Left Fullback,0.25,270,113,68,89,3,38,1,1,0,1,0,0,1983
cristian-rodriguez,Cristian Rodríguez,Atlético Madrid,Spain,30.09.1985,178.0,81.0,Left Midfielder,0.25,340,191,80,69,33,37,1,1,0,0,0,1,1985
cristian-spunaru,Cristian Săpunaru,Real Zaragoza,Spain,05.04.1984,187.0,81.0,Right Fullback,0.125,193,104,38,51,9,58,3,1,0,0,0,1,1984
cristian-tello, Cristian Tello,FC Barcelona,Spain,11.08.1991,178.0,65.0,Left Winger,0.25,140,90,28,22,29,6,0,0,0,0,0,1,1991
cristiano-ronaldo, Cristiano Ronaldo,Real Madrid,Spain,05.02.1985,185.0,80.0,Left Winger,0.25,650,435,118,97,420,93,3,5,0,0,0,1,1985
crusat, Crusat,Wigan Athletic,England,13.05.1982,165.0,65.0,Left Midfielder,0.0,162,48,40,74,16,35,1,2,1,0,0,0,1982
cuellar, Cuéllar,Sunderland AFC,England,23.08.1981,190.0,84.0,Center Back,0.25,291,130,73,88,13,50,2,2,1,0,0,0,1981
cyril-jeunechamp,Cyril Jeunechamp,Montpellier HSC,France,18.12.1975,177.0,68.0,Left Fullback,0.0,409,164,105,140,10,107,6,13,0,0,1,0,1975
dalmau_2, Dalmau,Valencia CF,Spain,16.03.1992,178.0,70.0,Right Fullback,0.375,16,8,4,4,1,1,0,0,0,0,0,1,1992
damia, Damiá,CA Osasuna,Spain,15.04.1982,188.0,79.0,Right Fullback,0.0,234,77,64,93,5,66,2,2,0,0,0,1,1982
damien-duff,Damien Duff,Fulham FC,England,02.03.1979,178.0,70.0,Left Winger,0.0,598,254,151,193,79,33,0,0,1,0,0,0,1979
damien-gregorini,Damien Gregorini,AS Nancy,France,02.03.1979,194.0,90.0,Goalkeeper,0.0,261,84,87,90,0,5,0,0,0,0,1,0,1979
damien-perquis,Damien Perquis,Real Betis,Spain,10.04.1984,184.0,78.0,Center Back,0.0,233,71,68,94,13,42,3,1,0,0,0,1,1984
dan-gosling,Dan Gosling,Newcastle United,England,02.02.1990,178.0,71.0,Defensive Midfielder,0.0,120,56,24,40,12,12,0,1,1,0,0,0,1990
dani-abalo, Dani Abalo,Celta Vigo,Spain,29.09.1987,174.0,68.0,Defensive Midfielder,0.125,169,68,50,51,18,22,1,0,0,0,0,1,1987
dani-alves, Dani Alves,FC Barcelona,Spain,06.05.1983,173.0,64.0,Right Fullback,0.375,583,373,110,100,39,146,8,2,0,0,0,1,1983
dani-carvajal, Dani Carvajal,Bayer Leverkusen,Germany,11.01.1992,171.0,73.0,Right Fullback,0.0,90,64,14,12,4,18,0,0,0,1,0,0,1992
dani-estrada, Dani Estrada,Real Sociedad,Spain,03.01.1987,179.0,74.0,Right Midfielder,0.25,130,52,33,45,3,26,2,0,0,0,0,1,1987
dani-gimenez, Dani Giménez,Rayo Vallecano,Spain,30.06.1983,182.0,77.0,Goalkeeper,0.0,86,31,21,34,0,8,0,1,0,0,0,1,1983
dani-hernandez,Dani Hernández,Real Valladolid,Spain,21.10.1985,196.0,85.0,Goalkeeper,0.25,68,22,25,21,0,2,0,0,0,0,0,1,1985
dani-schahin,Dani Schahin,Fortuna Düsseldorf,Germany,09.07.1989,187.0,82.0,Center Forward,0.375,145,57,28,60,36,21,2,1,0,1,0,0,1989
daniel-agger,Daniel Agger,Liverpool FC,England,12.12.1984,187.0,75.0,Center Back,0.25,302,161,67,74,23,23,0,1,1,0,0,0,1984
daniel-baier,Daniel Baier,FC Augsburg,Germany,18.05.1984,174.0,73.0,Attacking Midfielder,0.0,298,110,76,112,8,44,1,1,0,1,0,0,1984
daniel-batz,Daniel Batz,SC Freiburg,Germany,12.01.1991,189.0,84.0,Goalkeeper,0.0,62,29,18,15,0,2,0,0,0,1,0,0,1991
daniel-braaten,Daniel Braaten,Toulouse FC,France,25.05.1982,184.0,85.0,Right Winger,0.5,269,105,72,92,22,29,0,0,0,0,1,0,1982
daniel-caligiuri,Daniel Caligiuri,SC Freiburg,Germany,15.01.1988,182.0,79.0,Attacking Midfielder,0.25,196,89,42,65,37,34,0,2,0,1,0,0,1988
daniel-congre,Daniel Congré,Montpellier HSC,France,05.04.1985,184.0,79.0,Center Back,0.375,287,100,87,100,7,26,0,3,0,0,1,0,1985
daniel-didavi,Daniel Didavi,VfB Stuttgart,Germany,21.02.1990,179.0,77.0,Left Midfielder,0.625,131,50,25,56,26,13,1,0,0,1,0,0,1990
daniel-schwaab,Daniel Schwaab,Bayer Leverkusen,Germany,23.08.1988,186.0,76.0,Right Fullback,0.0,284,141,69,74,7,40,0,1,0,1,0,0,1988
daniel-sturridge,Daniel Sturridge,Chelsea FC,England,01.09.1989,188.0,76.0,Center Forward,0.75,216,106,47,63,81,10,0,1,1,0,0,0,1989
daniel-van-buyten,Daniel Van Buyten,Bayern München,Germany,07.02.1978,197.0,95.0,Center Back,0.25,477,266,88,123,60,42,1,4,0,1,0,0,1978
daniel-wass,Daniel Wass,Évian Thonon Gaillard,France,31.05.1989,181.0,74.0,Right Fullback,0.0,216,89,54,73,23,15,0,0,0,0,1,0,1989
daniel-williams,Daniel Williams,1899 Hoffenheim,Germany,08.03.1989,184.0,75.0,Defensive Midfielder,0.5,183,73,41,69,8,37,0,1,0,1,0,0,1989
danijel-aleksic,Danijel Aleksić,AS Saint-Étienne,France,30.04.1991,181.0,77.0,Center Forward,0.25,48,16,13,19,8,8,1,0,0,0,1,0,1991
danny-rose,Danny Rose,Sunderland AFC,England,02.07.1990,173.0,74.0,Left Fullback,0.75,145,65,34,46,5,22,1,2,1,0,0,0,1990
danny-welbeck,Danny Welbeck,Manchester United,England,26.11.1990,185.0,73.0,Center Forward,0.875,209,115,38,56,51,12,0,0,1,0,0,0,1990
dante, Dante,Bayern München,Germany,18.10.1983,188.0,87.0,Center Back,0.5,318,183,65,70,19,58,3,2,0,1,0,0,1983
dariusz-dudka,Dariusz Dudka,Levante UD,Spain,09.12.1983,183.0,80.0,Defensive Midfielder,0.25,232,89,63,80,9,24,3,1,0,0,0,1,1983
darren-bent,Darren Bent,Aston Villa,England,06.02.1984,180.0,73.0,Center Forward,1.0,465,177,118,170,190,16,0,0,1,0,0,0,1984
darren-fletcher,Darren Fletcher,Manchester United,England,01.02.1984,183.0,83.0,Center Midfielder,0.0,388,246,67,75,27,30,3,1,1,0,0,0,1984
darron-gibson,Darron Gibson,Everton FC,England,25.10.1987,180.0,83.0,Attacking Midfielder,0.375,148,83,34,31,14,30,0,1,1,0,0,0,1987
david-abraham,David Abraham,Getafe CF,Spain,15.07.1986,187.0,85.0,Center Back,0.0,255,129,52,74,15,52,1,2,0,0,0,1,1986
david-alaba,David Alaba,Bayern München,Germany,24.06.1992,180.0,75.0,Left Fullback,0.75,258,155,38,65,27,11,0,0,0,1,0,0,1992
david-bellion,David Bellion,Girondins Bordeaux,France,27.11.1982,181.0,72.0,Center Forward,0.5,263,111,55,97,47,8,0,0,0,0,1,0,1982
david-cobeno, David Cobeño,Rayo Vallecano,Spain,06.04.1982,189.0,82.0,Goalkeeper,0.0,157,60,45,52,1,17,0,1,0,0,0,1,1982
david-ducourtioux,David Ducourtioux,Valenciennes FC,France,11.04.1978,177.0,71.0,Right Fullback,0.0,276,81,84,111,7,41,0,0,0,0,1,0,1978
david-hoilett,David Hoilett,Queens Park Rangers,England,05.06.1990,173.0,70.0,Right Midfielder,0.875,197,61,46,90,28,16,0,0,1,0,0,0,1990
david-jones,David Jones,Wigan Athletic,England,04.11.1984,180.0,66.0,Defensive Midfielder,0.125,264,105,73,86,28,37,0,0,1,0,0,0,1984
david-luiz, David Luiz,Chelsea FC,England,22.04.1987,185.0,73.0,Center Back,0.0,289,182,47,60,17,70,0,0,1,0,0,0,1987
david-navarro, David Navarro,Levante UD,Spain,25.05.1980,188.0,82.0,Center Back,0.0,276,129,73,74,12,74,5,2,0,0,0,1,1980
david-rozehnal,David Rozehnal,Lille OSC,France,05.07.1980,199.0,77.0,Center Back,0.25,390,181,97,112,7,41,1,1,0,0,1,0,1980
david-sauget,David Sauget,FC Sochaux,France,23.11.1979,175.0,69.0,Left Fullback,0.0,224,71,55,98,3,18,0,1,0,0,1,0,1979
david-silva_2, David Silva,Manchester City,England,08.01.1986,170.0,67.0,Attacking Midfielder,0.25,450,275,77,98,82,44,1,2,1,0,0,0,1986
david-stockdale,David Stockdale,Fulham FC,England,28.09.1985,191.0,84.0,Goalkeeper,0.0,108,43,21,44,0,4,0,0,1,0,0,0,1985
david-villa, David Villa,FC Barcelona,Spain,03.12.1981,175.0,69.0,Center Forward,0.25,553,339,107,107,281,62,2,5,0,0,0,1,1981
david-yelldell,David Yelldell,Bayer Leverkusen,Germany,01.10.1981,194.0,88.0,Goalkeeper,0.75,211,78,51,82,0,7,0,1,0,1,0,0,1981
davide-santon,Davide Santon,Newcastle United,England,02.01.1991,187.0,77.0,Left Fullback,0.125,171,80,38,53,1,13,0,0,1,0,0,0,1991
dawda-bah,Dawda Bah,FC Augsburg,Germany,12.11.1983,182.0,74.0,Left Winger,1.0,111,62,21,28,23,14,0,1,0,1,0,0,1983
